"record","kind","title","metric_kind","method","training_seed","budget","episode_or_checkpoint","evaluation_seed","return","success","length","real_interactions","updates","planning_updates","wall_ms","status","text"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","65","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","66","","0.65","true","8","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","67","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","68","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","69","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","70","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","71","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","72","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","73","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","74","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","75","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","76","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","77","","0.8","true","5","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","78","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","79","","0.75","true","6","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","80","","0.7","true","7","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=false"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","training","q","11","600","81","","-0.1","false","2","600","600","0","224.30000001192093","saved","Raw observed episode; interrupted=true"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","frozen-evaluation","q","11","0","1","2657519895","0.8","true","5","0","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","frozen-evaluation","q","11","0","2","2640742276","0.8","true","5","0","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","frozen-evaluation","q","11","0","3","2691075133","0.8","true","5","0","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","frozen-evaluation","q","11","0","4","2674297514","0.8","true","5","0","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","frozen-evaluation","q","11","0","5","2590409419","0.8","true","5","0","0","0","","known","Frozen greedy policy; epsilon 0; ties up, right, down, left"
"020c2a17-9b8e-4feb-8751-e6f65f0ca264","expedition","My island","challenge","","","","","","","1","","","","","184.30000001192093","complete","[{""answers"":[""Learning is frozen"",""All enabled task variables"",""Same trained task""],""passed"":true,""at"":""2026-09-18T02:56:30.417Z""}]"
